Config ID,Window,K,Hidden Size,Num Layers,Ridge Alpha,Input Scaling,RMSE,MAE,MAPE,Training Time
673,124,1,20,3,0.1,0.7,249.93798679181174,176.88919980953588,0.014420435865020854,0.1115754300897771
674,124,1,20,3,0.1,1.0,241.87548530451957,170.03456232865037,0.014008272096235109,0.10975096442482685
675,124,1,20,3,1.0,0.1,899.5778089887415,685.7702816824417,0.052639468040239216,0.10888910293579096
676,124,1,20,3,1.0,0.3,510.9675474967933,360.01319863489385,0.028478630420920657,0.1090046925978227
677,124,1,20,3,1.0,0.5,399.2105273416446,283.61210653070566,0.022519513995077817,0.11045455932617183
678,124,1,20,3,1.0,0.7,344.7884710441328,246.77450001283188,0.01963856862420736,0.10217822681773789
679,124,1,20,3,1.0,1.0,301.82989499193195,216.5980086059215,0.01731629922286801,0.10946514389731661
680,124,1,20,5,0.001,0.1,241.71694120472492,169.83761572039174,0.01399425316947689,0.15314624526283954
681,124,1,20,5,0.001,0.3,242.20113355708492,168.19271867320933,0.01399462456002361,0.148330883546309
682,124,1,20,5,0.001,0.5,244.19841410240343,169.61571614746325,0.014079018195699082,0.15662219307639377
683,124,1,20,5,0.001,0.7,245.0958916241083,170.4430745216907,0.014119244028607071,0.13293539394031864
684,124,1,20,5,0.001,1.0,245.59461438930032,170.96188478957419,0.014143526646399356,0.13393991643732242
685,124,1,20,5,0.01,0.1,301.4341412942637,216.16564963055444,0.017294285059695127,0.15921512517062097
686,124,1,20,5,0.01,0.3,242.50434109696482,170.51881853456024,0.014030913834044917,0.15561836416071106
687,124,1,20,5,0.01,0.5,239.59739599055203,167.08317415550124,0.013875179743545218,0.18742925470525565
688,124,1,20,5,0.01,0.7,240.7336992756809,167.2746176967378,0.01391722231559611,0.14557751742276273
689,124,1,20,5,0.01,1.0,242.58061461553024,168.63625516197254,0.0140062324844554,0.13224378499117762
690,124,1,20,5,0.1,0.1,497.6128516499411,350.59480345089025,0.027750973261544118,0.19906024499372998
691,124,1,20,5,0.1,0.3,307.10817201152827,220.26970030668062,0.017601908326870145,0.187201131473888
692,124,1,20,5,0.1,0.5,265.2344196661486,189.35656544081814,0.015286858390716673,0.18570633368058634
693,124,1,20,5,0.1,0.7,249.7908328053778,176.72736053730048,0.014414602427940454,0.18245105309919873
694,124,1,20,5,0.1,1.0,242.12883281538555,170.48962862951512,0.0140204924317657,0.17564223029396747
695,124,1,20,5,1.0,0.1,899.6014017266174,685.8050458636818,0.0526461665246828,0.18640364300120957
696,124,1,20,5,1.0,0.3,510.56418409212876,359.7142655942154,0.028458119663429645,0.18270815502513535
697,124,1,20,5,1.0,0.5,398.9060637062975,283.39781913694077,0.022515655924068793,0.18529441139914768
698,124,1,20,5,1.0,0.7,344.79101840728396,246.82682294410478,0.019641346705890402,0.17662553353743116
699,124,1,20,5,1.0,1.0,301.69605740958536,216.48382981334532,0.017311967733567173,0.17760796980424357
700,124,1,20,7,0.001,0.1,241.75030374926743,169.87732019922123,0.013995051386959145,0.26507737419822
701,124,1,20,7,0.001,0.3,242.16127330618335,168.14511182638773,0.0139915447129759,0.2533678358251398
702,124,1,20,7,0.001,0.5,244.24603469364047,169.69274948146648,0.014084891775276274,0.2702491933649236
703,124,1,20,7,0.001,0.7,245.0661910683731,170.38960164629285,0.014115638965897582,0.267082236029885
704,124,1,20,7,0.001,1.0,245.57692051962775,170.91419036451248,0.014141375789611372,0.2589646686207164
705,124,1,20,7,0.01,0.1,301.4658123116131,216.17946973172096,0.0172922020054276,0.2511856122450395
706,124,1,20,7,0.01,0.3,242.51682538812827,170.54975004864653,0.014031558963054618,0.2724912600083784
